#;Url;Google index;Google cachedate;;
1;https://www.amazon.com/paper-bag/s?k=paper+bag;93,800,000;18 Sep 2023;;
2;https://www.amazon.it/The-Paper-Bag-Company/s?k=The+Paper+Bag+Company;23,900,000;18 Sep 2023;;
3;https://uashmama.com/ww/it/shop/paper-bags;1,26;17 Sep 2023;;
4;https://en.wikipedia.org/wiki/Paper_bag;2,210,000,000;14 Sep 2023;;
5;https://www.dvccio.com/borse/paper-bag/;1,15;11 Sep 2023;;
6;https://www.imballaggialimentari.eu/en/kraft-paper-bag-full-color-22-10x30.html;2,65;15 Sep 2023;;
7;https://www.bizay.it/en/industrial-paper-bag;63,5;25 Aug 2023;;
8;https://www.leonedecorazioni.it/en/catering/clothing-and-protections/natura-paper-bag/;9,87;1 Sep 2023;;
9;https://context.reverso.net/traduzione/inglese-italiano/paper+bag;54,700,000;28 Aug 2023;;
10;https://www.rajapack.co.uk/blog-uk/how-are-paper-bags-made#:~:text=Paper%20bags%20are%20manufactured%20from,parallel%20open%20sides%20glued%20together.;3,58;16 Sep 2023;;
11;https://en.wikipedia.org/wiki/Paper_sack#:~:text=A%20paper%20sack%20is%20a,wall%20paper%20bags%20or%20sacks.;2,210,000,000;17 Sep 2023;;
12;https://www.linkedin.com/pulse/paper-bags-eco-friendly-choice-osama-diab#:~:text=Paper%20bags%20have%20become%20a,clothes%2C%20gifts%2C%20and%20more.;410,000,000;error;;
13;https://www.nationalgeographic.org/media/sustainable-shoppingwhich-bag-best/#:~:text=Paper%20bags%20have%20some%20advantages,used%20for%20purposes%20like%20composting.;11,6;error;;
14;https://www.dhomitilla.com/outfits/pantaloni-paper-bag-cosa-sono-e-come-farne-a-meno/;142;24 Aug 2023;;
15;https://delucacartaria.it/sacchetti/fiorella-paper-bag/;458;error;;
16;https://delucacartaria.it/sacchetti/avana-paper-bag/;458;error;;
17;https://www.leonedecorazioni.it/en/catering/clothing-and-protections/paper-bag/;9,87;error;;
18;https://www.freepik.com/free-photos-vectors/paper-bag;71,800,000;error;;
19;https://www.accordiespartiti.it/accordi/internazionali/apple-fiona/paper-bag/;22,4;error;;
20;https://www.youtube.com/watch?v=A_Epzis7KAg;2,190,000,000;error;;
21;https://www.wordreference.com/enit/paper%20bag;24,100,000;error;;
